,Geo_unit,Province,Type1,Type2,Geo_unit_full_name,Area_x,latitude,longitude,Area_y,Area
422,Lào Cai city,Lào Cai Province,,District,"Lào Cai city, Lào Cai Province, Vietnam",229.67 km2(88.68 sq mi),22.4997452,103.9656924,229.67 km2(88.68 sq mi),229.67 km2(88.68 sq mi)
423,Mường Khương,Lào Cai Province,,District,"Mường Khương, Lào Cai Province, Vietnam",213 sq mi (552 km2),22.684451600000003,104.10393553942484,213 sq mi (552 km2),213 sq mi (552 km2)
424,Sa Pa town,Lào Cai Province,,District,"Sa Pa town, Lào Cai Province, Vietnam",261 sq mi (677 km2),22.3359668,103.8426575,261 sq mi (677 km2),261 sq mi (677 km2)
425,Si Ma Cai,Lào Cai Province,,District,"Si Ma Cai, Lào Cai Province, Vietnam",93 sq mi (241 km2),22.662648400000002,104.27135155015276,93 sq mi (241 km2),93 sq mi (241 km2)
426,Văn Bàn,Lào Cai Province,,District,"Văn Bàn, Lào Cai Province, Vietnam","558 sq mi (1,444 km2)",22.0643428,104.16914052211969,"558 sq mi (1,444 km2)","558 sq mi (1,444 km2)"
427,Bến Lức,Long An Province,,District,"Bến Lức, Long An Province, Vietnam",110 sq mi (290 km2),10.693407100000002,106.45367096577567,110 sq mi (290 km2),110 sq mi (290 km2)
428,Cần Đước,Long An Province,,District,"Cần Đước, Long An Province, Vietnam",71 sq mi (185 km2),10.5035344,106.6042501,71 sq mi (185 km2),71 sq mi (185 km2)
429,Cần Giuộc,Long An Province,,District,"Cần Giuộc, Long An Province, Vietnam",81 sq mi (211 km2),10.5773255,106.66794823724001,81 sq mi (211 km2),81 sq mi (211 km2)
430,Châu Thành,Long An Province,,District,"Châu Thành, Long An Province, Vietnam",131 sq mi (339 km2),10.4515593,106.4966061,131 sq mi (339 km2),131 sq mi (339 km2)
431,Đức Hòa,Long An Province,,District,"Đức Hòa, Long An Province, Vietnam",164 sq mi (426 km2),10.882814799999998,106.43380220306233,164 sq mi (426 km2),164 sq mi (426 km2)
432,Đức Huệ,Long An Province,,District,"Đức Huệ, Long An Province, Vietnam",165 sq mi (428 km2),10.8975872,106.3084699,165 sq mi (428 km2),165 sq mi (428 km2)
433,Kiến Tường town,Long An Province,,District,"Kiến Tường town, Long An Province, Vietnam",204.28 km2(78.87 sq mi),10.7753522,105.937031,204.28 km2(78.87 sq mi),204.28 km2(78.87 sq mi)
434,Mộc Hóa,Long An Province,,District,"Mộc Hóa, Long An Province, Vietnam",297.64 km2(114.92 sq mi),10.7263587,106.0533692,297.64 km2(114.92 sq mi),297.64 km2(114.92 sq mi)
435,Tân An city,Long An Province,,District,"Tân An city, Long An Province, Vietnam",81.94 km2(31.64 sq mi),10.52617355,106.39838272465188,81.94 km2(31.64 sq mi),81.94 km2(31.64 sq mi)
436,Tân Hưng,Long An Province,,District,"Tân Hưng, Long An Province, Vietnam",207 sq mi (536 km2),10.8170885,105.69407730779321,207 sq mi (536 km2),207 sq mi (536 km2)
437,Tân Thạnh,Long An Province,,District,"Tân Thạnh, Long An Province, Vietnam",158 sq mi (408 km2),10.62762815,105.96506480842697,158 sq mi (408 km2),158 sq mi (408 km2)
438,Tân Trụ,Long An Province,,District,"Tân Trụ, Long An Province, Vietnam",68 sq mi (175 km2),10.5154391,106.5103978,68 sq mi (175 km2),68 sq mi (175 km2)
439,Thạnh Hóa,Long An Province,,District,"Thạnh Hóa, Long An Province, Vietnam",176 sq mi (455 km2),10.693288500000001,106.1390881471591,176 sq mi (455 km2),176 sq mi (455 km2)
440,Thủ Thừa,Long An Province,,District,"Thủ Thừa, Long An Province, Vietnam",189 sq mi (489 km2),10.6011534,106.4018563,189 sq mi (489 km2),189 sq mi (489 km2)
441,Vĩnh Hưng,Long An Province,,District,"Vĩnh Hưng, Long An Province, Vietnam",147 sq mi (382 km2),10.8808755,105.8062736865061,147 sq mi (382 km2),147 sq mi (382 km2)
442,Giao Thủy,Nam Định Province,,District,"Giao Thủy, Nam Định Province, Vietnam",64 sq mi (166 km2),20.2475862,106.45734885249485,64 sq mi (166 km2),64 sq mi (166 km2)
443,Hải Hậu,Nam Định Province,,District,"Hải Hậu, Nam Định Province, Vietnam",88 sq mi (227 km2),20.1228538,106.24849271859472,88 sq mi (227 km2),88 sq mi (227 km2)
444,Mỹ Lộc,Nam Định Province,,District,"Mỹ Lộc, Nam Định Province, Vietnam",28 sq mi (73 km2),20.454958599999998,106.11072485406683,28 sq mi (73 km2),28 sq mi (73 km2)
445,Nam Định city,Nam Định Province,,District,"Nam Định city, Nam Định Province, Vietnam",46.4 km2(17.9 sq mi),20.4232641,106.1688515,46.4 km2(17.9 sq mi),46.4 km2(17.9 sq mi)
446,Nam Trực,Nam Định Province,,District,"Nam Trực, Nam Định Province, Vietnam",63 sq mi (162 km2),20.334464150000002,106.21280624561578,63 sq mi (162 km2),63 sq mi (162 km2)
447,Nghĩa Hưng,Nam Định Province,,District,"Nghĩa Hưng, Nam Định Province, Vietnam","9,671 sq mi (25,047 km2)",20.107287749999998,106.17530864934633,"9,671 sq mi (25,047 km2)","9,671 sq mi (25,047 km2)"
448,Trực Ninh,Nam Định Province,,District,"Trực Ninh, Nam Định Province, Vietnam",,20.243564749999997,106.21492058780298,,
449,Vụ Bản,Nam Định Province,,District,"Vụ Bản, Nam Định Province, Vietnam",57 sq mi (148 km2),20.38170735,106.09763190418192,57 sq mi (148 km2),57 sq mi (148 km2)
450,Xuân Trường,Nam Định Province,,District,"Xuân Trường, Nam Định Province, Vietnam",44 sq mi (113 km2),20.2972793,106.37971276018536,44 sq mi (113 km2),44 sq mi (113 km2)
451,Ý Yên,Nam Định Province,,District,"Ý Yên, Nam Định Province, Vietnam",90 sq mi (240 km2),20.32892715,105.99704174849221,90 sq mi (240 km2),90 sq mi (240 km2)
452,Anh Sơn,Nghệ An Province,,District,"Anh Sơn, Nghệ An Province, Vietnam",231 sq mi (597 km2),18.968689,105.10057946768202,231 sq mi (597 km2),231 sq mi (597 km2)
453,Con Cuông,Nghệ An Province,,District,"Con Cuông, Nghệ An Province, Vietnam","674 sq mi (1,745 km2)",19.064100000000003,104.82452171205429,"674 sq mi (1,745 km2)","674 sq mi (1,745 km2)"
454,Cửa Lò town,Nghệ An Province,,District,"Cửa Lò town, Nghệ An Province, Vietnam",27.81 km2(10.74 sq mi),18.8198856,105.716589,27.81 km2(10.74 sq mi),27.81 km2(10.74 sq mi)
455,Diễn Châu,Nghệ An Province,,District,"Diễn Châu, Nghệ An Province, Vietnam",119 sq mi (307 km2),19.021568000000002,105.57809018508287,119 sq mi (307 km2),119 sq mi (307 km2)
456,Đô Lương,Nghệ An Province,,District,"Đô Lương, Nghệ An Province, Vietnam",137 sq mi (354 km2),18.9014648,105.3104538,137 sq mi (354 km2),137 sq mi (354 km2)
457,Hoàng Mai town,Nghệ An Province,,District,"Hoàng Mai town, Nghệ An Province, Vietnam",65.54 sq mi (169.75 km2),19.2562655,105.7105509,65.54 sq mi (169.75 km2),65.54 sq mi (169.75 km2)
458,Hưng Nguyên,Nghệ An Province,,District,"Hưng Nguyên, Nghệ An Province, Vietnam",63 sq mi (162 km2),18.6829349,105.62220867859897,63 sq mi (162 km2),63 sq mi (162 km2)
459,Kỳ Sơn,Nghệ An Province,,District,"Kỳ Sơn, Nghệ An Province, Vietnam","809 sq mi (2,095 km2)",19.410235649999997,104.18698456526376,"809 sq mi (2,095 km2)","809 sq mi (2,095 km2)"
460,Nam Đàn,Nghệ An Province,,District,"Nam Đàn, Nghệ An Province, Vietnam",114 sq mi (294 km2),18.673929,105.52495384183675,114 sq mi (294 km2),114 sq mi (294 km2)
461,Nghi Lộc,Nghệ An Province,,District,"Nghi Lộc, Nghệ An Province, Vietnam",142 sq mi (369 km2),18.793126200000003,105.52774349055909,142 sq mi (369 km2),142 sq mi (369 km2)
462,Nghĩa Đàn,Nghệ An Province,,District,"Nghĩa Đàn, Nghệ An Province, Vietnam",617.5 km2(238.4 sq mi),19.352883149999997,105.44626224174445,617.5 km2(238.4 sq mi),617.5 km2(238.4 sq mi)
463,Quế Phong,Nghệ An Province,,District,"Quế Phong, Nghệ An Province, Vietnam","732 sq mi (1,895 km2)",19.7089028,104.85039640207832,"732 sq mi (1,895 km2)","732 sq mi (1,895 km2)"
464,Quỳ Châu,Nghệ An Province,,District,"Quỳ Châu, Nghệ An Province, Vietnam","415 sq mi (1,074 km2)",19.53561835,105.13297446709093,"415 sq mi (1,074 km2)","415 sq mi (1,074 km2)"
465,Quỳ Hợp,Nghệ An Province,,District,"Quỳ Hợp, Nghệ An Province, Vietnam",364 sq mi (942 km2),19.322734,105.16178413371068,364 sq mi (942 km2),364 sq mi (942 km2)
466,Quỳnh Lưu,Nghệ An Province,,District,"Quỳnh Lưu, Nghệ An Province, Vietnam",168.9694 sq mi (437.6287 km2),19.23253415,105.5978042310467,168.9694 sq mi (437.6287 km2),168.9694 sq mi (437.6287 km2)
467,Tân Kỳ,Nghệ An Province,,District,"Tân Kỳ, Nghệ An Province, Vietnam",280 sq mi (726 km2),19.102774,105.22124030146261,280 sq mi (726 km2),280 sq mi (726 km2)
468,Thái Hòa town,Nghệ An Province,,District,"Thái Hòa town, Nghệ An Province, Vietnam",135.188 km2(52.196 sq mi),19.3140811,105.4280377,135.188 km2(52.196 sq mi),135.188 km2(52.196 sq mi)
469,Thanh Chương,Nghệ An Province,,District,"Thanh Chương, Nghệ An Province, Vietnam","436 sq mi (1,128 km2)",18.735394,105.22430726291302,"436 sq mi (1,128 km2)","436 sq mi (1,128 km2)"
470,Tương Dương,Nghệ An Province,,District,"Tương Dương, Nghệ An Province, Vietnam","1,085.69 sq mi (2,811.92 km2)",19.320369200000002,104.62796921092348,"1,085.69 sq mi (2,811.92 km2)","1,085.69 sq mi (2,811.92 km2)"
471,Vinh city,Nghệ An Province,,District,"Vinh city, Nghệ An Province, Vietnam",104.96 km2(40.53 sq mi),18.6692445,105.6881594,104.96 km2(40.53 sq mi),104.96 km2(40.53 sq mi)
472,Yên Thành,Nghệ An Province,,District,"Yên Thành, Nghệ An Province, Vietnam",212.3179 sq mi (549.9008 km2),19.022911999999998,105.4234563620575,212.3179 sq mi (549.9008 km2),212.3179 sq mi (549.9008 km2)
473,Gia Viễn,Ninh Bình Province,,District,"Gia Viễn, Ninh Bình Province, Vietnam",68 sq mi (176 km2),20.3298145,105.87296756599235,68 sq mi (176 km2),68 sq mi (176 km2)
474,Hoa Lư,Ninh Bình Province,,District,"Hoa Lư, Ninh Bình Province, Vietnam",40 sq mi (103 km2),20.2498818,105.91648669262295,40 sq mi (103 km2),40 sq mi (103 km2)
475,Kim Sơn,Ninh Bình Province,,District,"Kim Sơn, Ninh Bình Province, Vietnam",64 sq mi (165 km2),20.0912512,106.0952641,64 sq mi (165 km2),64 sq mi (165 km2)
476,Nho Quan,Ninh Bình Province,,District,"Nho Quan, Ninh Bình Province, Vietnam",175 sq mi (452 km2),20.31154495,105.74858793941853,175 sq mi (452 km2),175 sq mi (452 km2)
477,Ninh Bình city,Ninh Bình Province,,District,"Ninh Bình city, Ninh Bình Province, Vietnam",48.3649 km2(18.6738 sq mi),20.2545421,105.9764854,48.3649 km2(18.6738 sq mi),48.3649 km2(18.6738 sq mi)
478,Tam Điệp city,Ninh Bình Province,,District,"Tam Điệp city, Ninh Bình Province, Vietnam",40.53 sq mi (104.98 km2),20.160501699999998,105.87570425998786,40.53 sq mi (104.98 km2),40.53 sq mi (104.98 km2)
479,Yên Khánh,Ninh Bình Province,,District,"Yên Khánh, Ninh Bình Province, Vietnam",55 sq mi (142 km2),20.1897513,106.09473164732029,55 sq mi (142 km2),55 sq mi (142 km2)
480,Yên Mô,Ninh Bình Province,,District,"Yên Mô, Ninh Bình Province, Vietnam",58 sq mi (149 km2),20.1280457,106.01235332216537,58 sq mi (149 km2),58 sq mi (149 km2)
481,Bác Ái,Ninh Thuận Province,,District,"Bác Ái, Ninh Thuận Province, Vietnam",,11.91202215,108.86549491151803,,
482,Ninh Hải,Ninh Thuận Province,,District,"Ninh Hải, Ninh Thuận Province, Vietnam",,11.67456415,109.15270581576598,,
483,Ninh Phước,Ninh Thuận Province,,District,"Ninh Phước, Ninh Thuận Province, Vietnam",,11.56243785,108.88041771890951,,
484,Ninh Sơn,Ninh Thuận Province,,District,"Ninh Sơn, Ninh Thuận Province, Vietnam",,11.71074725,108.80093167410769,,
485,Phan Rang–Tháp Chàm city,Ninh Thuận Province,,District,"Phan Rang–Tháp Chàm city, Ninh Thuận Province, Vietnam",78.9 km2(30.5 sq mi),11.5769829,108.9865391,78.9 km2(30.5 sq mi),78.9 km2(30.5 sq mi)
486,Thuận Bắc,Ninh Thuận Province,,District,"Thuận Bắc, Ninh Thuận Province, Vietnam",,11.74394535,109.05885190846185,,
487,Thuận Nam,Ninh Thuận Province,,District,"Thuận Nam, Ninh Thuận Province, Vietnam",,11.450913700000001,108.88609927869771,,
488,Cẩm Khê,Phú Thọ Province,,District,"Cẩm Khê, Phú Thọ Province, Vietnam",90.4 sq mi (234.2 km2),21.384698399999998,105.105453181571,90.4 sq mi (234.2 km2),90.4 sq mi (234.2 km2)
489,Đoan Hùng,Phú Thọ Province,,District,"Đoan Hùng, Phú Thọ Province, Vietnam",117 sq mi (302 km2),21.6438394,105.1801634,117 sq mi (302 km2),117 sq mi (302 km2)
490,Hạ Hòa,Phú Thọ Province,,District,"Hạ Hòa, Phú Thọ Province, Vietnam",130 sq mi (340 km2),21.587605500000002,104.99851429279514,130 sq mi (340 km2),130 sq mi (340 km2)
491,Lâm Thao,Phú Thọ Province,,District,"Lâm Thao, Phú Thọ Province, Vietnam",44 sq mi (115 km2),21.3268232,105.28962960158974,44 sq mi (115 km2),44 sq mi (115 km2)
492,Phù Ninh,Phú Thọ Province,,District,"Phù Ninh, Phú Thọ Province, Vietnam",64 sq mi (167 km2),21.459035,105.29845576507287,64 sq mi (167 km2),64 sq mi (167 km2)
493,Phú Thọ town,Phú Thọ Province,,District,"Phú Thọ town, Phú Thọ Province, Vietnam",24.9 sq mi (64.6 km2),21.3833845,105.2429667,24.9 sq mi (64.6 km2),24.9 sq mi (64.6 km2)
494,Tam Nông,Phú Thọ Province,,District,"Tam Nông, Phú Thọ Province, Vietnam",60 sq mi (156 km2),21.307453000000002,105.23023958738162,60 sq mi (156 km2),60 sq mi (156 km2)
495,Tân Sơn,Phú Thọ Province,,District,"Tân Sơn, Phú Thọ Province, Vietnam",,21.1904182,104.98531485374417,,
496,Thanh Ba,Phú Thọ Province,,District,"Thanh Ba, Phú Thọ Province, Vietnam",75 sq mi (194 km2),21.45070665,105.16626116492901,75 sq mi (194 km2),75 sq mi (194 km2)
497,Thanh Sơn,Phú Thọ Province,,District,"Thanh Sơn, Phú Thọ Province, Vietnam","505 sq mi (1,309 km2)",21.0871767,105.1962890673372,"505 sq mi (1,309 km2)","505 sq mi (1,309 km2)"
498,Thanh Thủy,Phú Thọ Province,,District,"Thanh Thủy, Phú Thọ Province, Vietnam",48 sq mi (124 km2),21.123781,105.28785795717657,48 sq mi (124 km2),48 sq mi (124 km2)
499,Việt Trì city,Phú Thọ Province,,District,"Việt Trì city, Phú Thọ Province, Vietnam",111.75 km2(43.15 sq mi),21.339775000000003,105.35707951370148,111.75 km2(43.15 sq mi),111.75 km2(43.15 sq mi)
500,Yên Lập,Phú Thọ Province,,District,"Yên Lập, Phú Thọ Province, Vietnam",169 sq mi (437 km2),21.3722635,104.9760095191688,169 sq mi (437 km2),169 sq mi (437 km2)
501,Đông Hòa town,Phú Yên Province,,District,"Đông Hòa town, Phú Yên Province, Vietnam",,,,,
502,Đồng Xuân,Phú Yên Province,,District,"Đồng Xuân, Phú Yên Province, Vietnam","410 sq mi (1,063 km2)",13.413470499999999,108.97270645131974,"410 sq mi (1,063 km2)","410 sq mi (1,063 km2)"
503,Phú Hòa,Phú Yên Province,,District,"Phú Hòa, Phú Yên Province, Vietnam",102 sq mi (263 km2),13.0680555,109.19180131041166,102 sq mi (263 km2),102 sq mi (263 km2)
504,Sơn Hòa,Phú Yên Province,,District,"Sơn Hòa, Phú Yên Province, Vietnam",370 sq mi (950 km2),13.2054008,108.98742535620418,370 sq mi (950 km2),370 sq mi (950 km2)
505,Sông Cầu town,Phú Yên Province,,District,"Sông Cầu town, Phú Yên Province, Vietnam",188 sq mi (487 km2),13.4593792,109.2208388,188 sq mi (487 km2),188 sq mi (487 km2)
506,Sông Hinh,Phú Yên Province,,District,"Sông Hinh, Phú Yên Province, Vietnam",342 sq mi (885 km2),12.903483300000001,108.89515231289286,342 sq mi (885 km2),342 sq mi (885 km2)
507,Tây Hòa,Phú Yên Province,,District,"Tây Hòa, Phú Yên Province, Vietnam",,12.91629825,109.16416236112354,,
508,Tuy An,Phú Yên Province,,District,"Tuy An, Phú Yên Province, Vietnam",,13.254778550000001,109.21057086828677,,
509,Tuy Hòa city,Phú Yên Province,,District,"Tuy Hòa city, Phú Yên Province, Vietnam",107 km2(41 sq mi),13.0877226,109.2993584,107 km2(41 sq mi),107 km2(41 sq mi)
510,Ba Đồn town,Quảng Bình Province,,District,"Ba Đồn town, Quảng Bình Province, Vietnam",63 sq mi (162 km2),17.735305,106.36506273586238,63 sq mi (162 km2),63 sq mi (162 km2)
511,Bố Trạch,Quảng Bình Province,,District,"Bố Trạch, Quảng Bình Province, Vietnam","820 sq mi (2,123 km2)",17.487644699999997,106.26233994251783,"820 sq mi (2,123 km2)","820 sq mi (2,123 km2)"
512,Đồng Hới city,Quảng Bình Province,,District,"Đồng Hới city, Quảng Bình Province, Vietnam",155.71 km2(60.12 sq mi),17.4695049,106.6177781,155.71 km2(60.12 sq mi),155.71 km2(60.12 sq mi)
513,Lệ Thủy,Quảng Bình Province,,District,"Lệ Thủy, Quảng Bình Province, Vietnam","548.47 sq mi (1,420.52 km2)",17.12568405,106.74209242954906,"548.47 sq mi (1,420.52 km2)","548.47 sq mi (1,420.52 km2)"
514,Minh Hóa,Quảng Bình Province,,District,"Minh Hóa, Quảng Bình Province, Vietnam","541 sq mi (1,401 km2)",17.734754549999998,105.92044281772877,"541 sq mi (1,401 km2)","541 sq mi (1,401 km2)"
515,Quảng Ninh,Quảng Bình Province,,District,"Quảng Ninh, Quảng Bình Province, Vietnam","459.81 sq mi (1,190.89 km2)",17.2541355,106.49382210833164,"459.81 sq mi (1,190.89 km2)","459.81 sq mi (1,190.89 km2)"
516,Quảng Trạch,Quảng Bình Province,,District,"Quảng Trạch, Quảng Bình Province, Vietnam",174.02 sq mi (450.70 km2),17.87216885,106.36244821515544,174.02 sq mi (450.70 km2),174.02 sq mi (450.70 km2)
517,Tuyên Hóa,Quảng Bình Province,,District,"Tuyên Hóa, Quảng Bình Province, Vietnam","444 sq mi (1,149 km2)",17.899741,106.10430650862298,"444 sq mi (1,149 km2)","444 sq mi (1,149 km2)"
518,Bắc Trà My,Quảng Nam Province,,District,"Bắc Trà My, Quảng Nam Province, Vietnam",318 sq mi (823 km2),15.2770042,108.1977351135169,318 sq mi (823 km2),318 sq mi (823 km2)
519,Đại Lộc,Quảng Nam Province,,District,"Đại Lộc, Quảng Nam Province, Vietnam",226 sq mi (586 km2),15.834066,107.95424248403194,226 sq mi (586 km2),226 sq mi (586 km2)
520,Điện Bàn town,Quảng Nam Province,,District,"Điện Bàn town, Quảng Nam Province, Vietnam",82.90 sq mi (214.71 km2),15.8848033,108.2517836,82.90 sq mi (214.71 km2),82.90 sq mi (214.71 km2)
521,Đông Giang,Quảng Nam Province,,District,"Đông Giang, Quảng Nam Province, Vietnam",313 sq mi (811 km2),15.912324,107.72580707204077,313 sq mi (811 km2),313 sq mi (811 km2)
522,Duy Xuyên,Quảng Nam Province,,District,"Duy Xuyên, Quảng Nam Province, Vietnam",115 sq mi (298 km2),15.7928895,108.1605745130791,115 sq mi (298 km2),115 sq mi (298 km2)
523,Hiệp Đức,Quảng Nam Province,,District,"Hiệp Đức, Quảng Nam Province, Vietnam",190 sq mi (492 km2),15.5183414,108.10260688584464,190 sq mi (492 km2),190 sq mi (492 km2)
524,Hội An city,Quảng Nam Province,,District,"Hội An city, Quảng Nam Province, Vietnam",60 km2(20 sq mi),15.8798137,108.3273939,60 km2(20 sq mi),60 km2(20 sq mi)
525,Nam Giang,Quảng Nam Province,,District,"Nam Giang, Quảng Nam Province, Vietnam","732 sq mi (1,895 km2)",15.606755199999998,107.60690407793076,"732 sq mi (1,895 km2)","732 sq mi (1,895 km2)"
526,Nam Trà My,Quảng Nam Province,,District,"Nam Trà My, Quảng Nam Province, Vietnam",317 sq mi (822 km2),15.1329227,108.11450429949733,317 sq mi (822 km2),317 sq mi (822 km2)
527,Nông Sơn,Quảng Nam Province,,District,"Nông Sơn, Quảng Nam Province, Vietnam",176.03 sq mi (455.92 km2),15.651498400000001,107.99351576117225,176.03 sq mi (455.92 km2),176.03 sq mi (455.92 km2)
528,Núi Thành,Quảng Nam Province,,District,"Núi Thành, Quảng Nam Province, Vietnam",206 sq mi (533 km2),15.4458044,108.55970882606303,206 sq mi (533 km2),206 sq mi (533 km2)
529,Phước Sơn,Quảng Nam Province,,District,"Phước Sơn, Quảng Nam Province, Vietnam","441 sq mi (1,141 km2)",15.3869425,107.83667672792853,"441 sq mi (1,141 km2)","441 sq mi (1,141 km2)"
530,Quế Sơn,Quảng Nam Province,,District,"Quế Sơn, Quảng Nam Province, Vietnam",273 sq mi (707 km2),15.7247795,108.24741908024018,273 sq mi (707 km2),273 sq mi (707 km2)
531,Tam Kỳ city,Quảng Nam Province,,District,"Tam Kỳ city, Quảng Nam Province, Vietnam",,15.57580875,108.50027731152737,,
532,Tây Giang,Quảng Nam Province,,District,"Tây Giang, Quảng Nam Province, Vietnam",348 sq mi (901 km2),15.89454175,107.49731241897022,348 sq mi (901 km2),348 sq mi (901 km2)
533,Thăng Bình,Quảng Nam Province,,District,"Thăng Bình, Quảng Nam Province, Vietnam",149 sq mi (385 km2),15.70769265,108.396995817099,149 sq mi (385 km2),149 sq mi (385 km2)
534,Tiên Phước,Quảng Nam Province,,District,"Tiên Phước, Quảng Nam Province, Vietnam",175 sq mi (453 km2),15.4910852,108.25550823586187,175 sq mi (453 km2),175 sq mi (453 km2)
535,Ba Tơ,Quảng Ngãi Province,,District,"Ba Tơ, Quảng Ngãi Province, Vietnam","437 sq mi (1,133 km2)",14.7153239,108.74069865786889,"437 sq mi (1,133 km2)","437 sq mi (1,133 km2)"
536,Bình Sơn,Quảng Ngãi Province,,District,"Bình Sơn, Quảng Ngãi Province, Vietnam",179 sq mi (464 km2),15.31189165,108.72834167286388,179 sq mi (464 km2),179 sq mi (464 km2)
537,Đức Phổ town,Quảng Ngãi Province,,District,"Đức Phổ town, Quảng Ngãi Province, Vietnam",143.92 sq mi (372.76 km2),14.8178599,108.9546371,143.92 sq mi (372.76 km2),143.92 sq mi (372.76 km2)
538,Lý Sơn Island,Quảng Ngãi Province,,District,"Lý Sơn Island, Quảng Ngãi Province, Vietnam",10 km2(4 sq mi),15.382041,109.1189982,10 km2(4 sq mi),10 km2(4 sq mi)
539,Minh Long,Quảng Ngãi Province,,District,"Minh Long, Quảng Ngãi Province, Vietnam",83 sq mi (216 km2),14.9464855,108.67604038331649,83 sq mi (216 km2),83 sq mi (216 km2)
540,Mộ Đức,Quảng Ngãi Province,,District,"Mộ Đức, Quảng Ngãi Province, Vietnam",82 sq mi (212 km2),14.9862642,108.88857016495501,82 sq mi (212 km2),82 sq mi (212 km2)
541,Nghĩa Hành,Quảng Ngãi Province,,District,"Nghĩa Hành, Quảng Ngãi Province, Vietnam",90 sq mi (234 km2),14.9669204,108.79793659954498,90 sq mi (234 km2),90 sq mi (234 km2)
542,Quảng Ngãi city,Quảng Ngãi Province,,District,"Quảng Ngãi city, Quảng Ngãi Province, Vietnam",160.1534 km2(61.8356 sq mi),15.1190037,108.8095598,160.1534 km2(61.8356 sq mi),160.1534 km2(61.8356 sq mi)
543,Sơn Hà,Quảng Ngãi Province,,District,"Sơn Hà, Quảng Ngãi Province, Vietnam",290 sq mi (750 km2),14.974799149999999,108.52441117506055,290 sq mi (750 km2),290 sq mi (750 km2)
544,Sơn Tây,Quảng Ngãi Province,,District,"Sơn Tây, Quảng Ngãi Province, Vietnam",147 sq mi (381 km2),14.96943155,108.35560467815029,147 sq mi (381 km2),147 sq mi (381 km2)
545,Sơn Tịnh,Quảng Ngãi Province,,District,"Sơn Tịnh, Quảng Ngãi Province, Vietnam",133 sq mi (344 km2),15.19669285,108.74611372523503,133 sq mi (344 km2),133 sq mi (344 km2)
546,Tây Trà,Quảng Ngãi Province,,District,"Tây Trà, Quảng Ngãi Province, Vietnam",,15.187049850000001,108.39270461973445,,
547,Trà Bồng,Quảng Ngãi Province,,District,"Trà Bồng, Quảng Ngãi Province, Vietnam",293.57 sq mi (760.34 km2),15.2241659,108.50356307836125,293.57 sq mi (760.34 km2),293.57 sq mi (760.34 km2)
548,Tư Nghĩa,Quảng Ngãi Province,,District,"Tư Nghĩa, Quảng Ngãi Province, Vietnam",88 sq mi (227 km2),15.0915895,108.77171098920395,88 sq mi (227 km2),88 sq mi (227 km2)
549,Ba Chẽ,Quảng Ninh Province,,District,"Ba Chẽ, Quảng Ninh Province, Vietnam",223 sq mi (577 km2),21.2593235,107.16438586465573,223 sq mi (577 km2),223 sq mi (577 km2)
550,Bình Liêu,Quảng Ninh Province,,District,"Bình Liêu, Quảng Ninh Province, Vietnam",182 sq mi (471 km2),21.5523734,107.43980246486086,182 sq mi (471 km2),182 sq mi (471 km2)
551,Cẩm Phả city,Quảng Ninh Province,,District,"Cẩm Phả city, Quảng Ninh Province, Vietnam",486.45 km2(187.82 sq mi),21.0612888,107.28712587220653,486.45 km2(187.82 sq mi),486.45 km2(187.82 sq mi)
552,Cô Tô Island,Quảng Ninh Province,,District,"Cô Tô Island, Quảng Ninh Province, Vietnam",18.3 sq mi (47.3 km2),20.848809449999997,107.77225819485507,18.3 sq mi (47.3 km2),18.3 sq mi (47.3 km2)
553,Đầm Hà,Quảng Ninh Province,,District,"Đầm Hà, Quảng Ninh Province, Vietnam",110 sq mi (290 km2),21.3611913,107.59678017436082,110 sq mi (290 km2),110 sq mi (290 km2)
554,Đông Triều town,Quảng Ninh Province,,District,"Đông Triều town, Quảng Ninh Province, Vietnam",153.3658 sq mi (397.2155 km2),21.0837903,106.5133609,153.3658 sq mi (397.2155 km2),153.3658 sq mi (397.2155 km2)
555,Hạ Long city,Quảng Ninh Province,,District,"Hạ Long city, Quảng Ninh Province, Vietnam","1,119.12 km2(432.09 sq mi)",20.9823258,107.03132947695966,"1,119.12 km2(432.09 sq mi)","1,119.12 km2(432.09 sq mi)"
556,Hải Hà,Quảng Ninh Province,,District,"Hải Hà, Quảng Ninh Province, Vietnam",191 sq mi (495 km2),20.9430069,107.1081635,191 sq mi (495 km2),191 sq mi (495 km2)
557,Hoành Bồ,Quảng Ninh Province,,District,"Hoành Bồ, Quảng Ninh Province, Vietnam",,21.0269862,106.9919528,,
558,Móng Cái city,Quảng Ninh Province,,District,"Móng Cái city, Quảng Ninh Province, Vietnam",515 km2(199 sq mi),21.5290279,107.9691594,515 km2(199 sq mi),515 km2(199 sq mi)
559,Quảng Yên town,Quảng Ninh Province,,District,"Quảng Yên town, Quảng Ninh Province, Vietnam",121.314 sq mi (314.202 km2),20.9417401,106.7983941,121.314 sq mi (314.202 km2),121.314 sq mi (314.202 km2)
560,Tiên Yên,Quảng Ninh Province,,District,"Tiên Yên, Quảng Ninh Province, Vietnam",238 sq mi (617 km2),21.3736569,107.38702254774338,238 sq mi (617 km2),238 sq mi (617 km2)
